Srno,RecipeName,TranslatedRecipeName,Ingredients,TranslatedIngredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,Instructions,TranslatedInstructions,URL
7636,Greek Style Grilled Pita Pizza Recipe,Greek Style Grilled Pita Pizza Recipe,"4 Mini Pita Breads,5 Tomatoes - quartered,1/2 cup Feta Cheese - crumbled,1 teaspoon Fresh Thyme leaves - dried,5 Black olives,Whole Black Peppercorns - pound,Extra Virgin Olive Oil - for cooking,2 sprig Coriander (Dhania) Leaves,1 cup Homemade Hummus","4 Mini Pita Breads,5 Tomatoes - quartered,1/2 cup Feta Cheese - crumbled,1 teaspoon Fresh Thyme leaves - dried,5 Black olives,Whole Black Peppercorns - pound,Extra Virgin Olive Oil - for cooking,2 sprig Coriander (Dhania) Leaves,1 cup Homemade Hummus",10,20,30,4,Greek,Appetizer,Vegetarian,"To begin making the Greek Style Grilled Pita Pizza Recipe, firstly grill the pita bread on a griddle pan with some oil. Turn over and cook both the sides till it is golden brown.In the meantime, cut the tomatoes and add salt, pepper, thyme and olive oil and toss them in a small bowl and keep it aside.In another bowl, crumble the Feta Cheese, add salt, olive oil, thyme, toss the cheese and keep it aside.It is time to assemble the pizza, so for that apply hummus on the pita and spread it over, sprinkle a pinch of red chilli powder, add the tossed tomatoes and feta cheese on the hummus and place the cut olives. Finally, garnish with coriander leaves.Serve the Greek Style Grilled Pita Pizza as a party starter along with Sparkling Strawberry Mocktail or serve it for evening snacks with a cup of Masala Tea or Espresso Coffee.
","To begin making the Greek Style Grilled Pita Pizza Recipe, firstly grill the pita bread on a griddle pan with some oil. Turn over and cook both the sides till it is golden brown.In the meantime, cut the tomatoes and add salt, pepper, thyme and olive oil and toss them in a small bowl and keep it aside.In another bowl, crumble the Feta Cheese, add salt, olive oil, thyme, toss the cheese and keep it aside.It is time to assemble the pizza, so for that apply hummus on the pita and spread it over, sprinkle a pinch of red chilli powder, add the tossed tomatoes and feta cheese on the hummus and place the cut olives. Finally, garnish with coriander leaves.Serve the Greek Style Grilled Pita Pizza as a party starter along with Sparkling Strawberry Mocktail or serve it for evening snacks with a cup of Masala Tea or Espresso Coffee.",https://www.archanaskitchen.com/greek-style-grilled-pita-pizza-recipe
12247,Baked Beans & Potatoes Chaat Recipe,Baked Beans & Potatoes Chaat Recipe,"Whole Wheat Brown Bread - 8 slices,Baked beans - as needed,4 Potatoes (Aloo) - boiled,1 teaspoon Cumin powder (Jeera),2 Onions - finely chopped,2 Green Chillies - finely chopped,Chaat Masala Powder - for seasoning,Coriander (Dhania) Leaves - small bunch,Sev - for topping,Salt - to taste,Butter - for toasting the bread","Whole Wheat Brown Bread - 8 slices,Baked beans - as needed,4 Potatoes (Aloo) - boiled,1 teaspoon Cumin powder (Jeera),2 Onions - finely chopped,2 Green Chillies - finely chopped,Chaat Masala Powder - for seasoning,Coriander (Dhania) Leaves - small bunch,Sev - for topping,Salt - to taste,Butter - for toasting the bread",30,25,55,4,Indian,Snack,Vegetarian,"To begin making the Baked Beans & Mashed Potatoes on Toast Recipe, we first have all the ingredients ready.First, have the homemade baked beans ready. Click here to see the recipe of how to make homemade baked beansNext, boil the potatoes, peel and diced them. In a bowl, add the boiled potatoes, sprinkle salt, cumin powder, chaat masala powder, a tablespoon of butter and some chopped coriander leaves. Using a fork, mash the potatoes well and check the seasoning and adjust to suit your taste. Keep the mashed potato mixture aside.Butter the bread slices and cut them into half. Spoon the potato mixture over the bread slices and spread it evenly on the top. Preheat the oven to 200 C. Arrange the buttered bread with potatoes on the baking tray and bake in the oven for about 10 minutes until you notice the sides of the bread becoming brown and crisp.In a bowl, toss the onions, some chaat masala and chopped coriander leaves. Keep this aside.Now when you are ready to serve, warm the beans and spoon the baked beans on each of the mashed potatoes. Sprinkle them with the onion mixture and finally top it with crisp sev.Serve the Baked Beans & Potatoes Chaat immediately as a teatime snack or as an appetizer for your parties.
","To begin making the Baked Beans & Mashed Potatoes on Toast Recipe, we first have all the ingredients ready.First, have the homemade baked beans ready. Click here to see the recipe of how to make homemade baked beansNext, boil the potatoes, peel and diced them. In a bowl, add the boiled potatoes, sprinkle salt, cumin powder, chaat masala powder, a tablespoon of butter and some chopped coriander leaves. Using a fork, mash the potatoes well and check the seasoning and adjust to suit your taste. Keep the mashed potato mixture aside.Butter the bread slices and cut them into half. Spoon the potato mixture over the bread slices and spread it evenly on the top. Preheat the oven to 200 C. Arrange the buttered bread with potatoes on the baking tray and bake in the oven for about 10 minutes until you notice the sides of the bread becoming brown and crisp.In a bowl, toss the onions, some chaat masala and chopped coriander leaves. Keep this aside.Now when you are ready to serve, warm the beans and spoon the baked beans on each of the mashed potatoes. Sprinkle them with the onion mixture and finally top it with crisp sev.Serve the Baked Beans & Potatoes Chaat immediately as a teatime snack or as an appetizer for your parties.",http://www.archanaskitchen.com/baked-beans-potatoes-chaat-recipe
1176,Jerk Chicken With Rice And Peas Pilaf Recipe,Jerk Chicken With Rice And Peas Pilaf Recipe,"1 kg Chicken - (thigh and drumstick),2 tablespoons Sunflower Oil,1 Barbeque sauce - or bottle jerk barbecue sauce,Spring Onion (Bulb & Greens) - a bunch,1 teaspoon Lemon juice,250 grams Basmati rice,1 cup Green peas (Matar),1 cup Coconut milk,1/2 cup Spring Onion (Bulb & Greens) - finely chopped,1 sprig Fresh Thyme leaves,2 cloves Garlic - fine chopped,1 Bay leaf (tej patta),1 teaspoon All spice powder","1 kg Chicken - (thigh and drumstick),2 tablespoons Sunflower Oil,1 Barbeque sauce - or bottle jerk barbecue sauce,Spring Onion (Bulb & Greens) - a bunch,1 teaspoon Lemon juice,250 grams Basmati rice,1 cup Green peas (Matar),1 cup Coconut milk,1/2 cup Spring Onion (Bulb & Greens) - finely chopped,1 sprig Fresh Thyme leaves,2 cloves Garlic - fine chopped,1 Bay leaf (tej patta),1 teaspoon All spice powder",20,45,65,2,Caribbean,Main Course,High Protein Non Vegetarian,"To begin making Jerk Chicken With Rice And Peas Recipe, pre heat oven at 200 degree C.Take oil in a roasting pan and heat in oven for 5 minutes. Take out the pan carefully & add the chicken pieces.Place the tin inside the oven and roast it for 6-8 mins till brown from all sides.Carefully pour the barbecue sauce all over the browned chicken and scatter over the sliced spring onions.Roast the chicken in the oven for 20 mins, turn it occasionally so that it gets nice and sticky.Meanwhile, to make the rice & peas pilaf.In a pan add 2 cups of water, coconut milk, spring onions, thyme, garlic, bay leaf, allspice powder and some salt to taste and bring it to a boil.Add rice and peas into it and simmer for 10 mins.Cook the rice till it is tender and turn off the heat.Drain and collect the rice and peas and serve with Jerk Chicken topped on Rice And Peas pilaf recipe with a generous squeeze of lemon.Serve Jerk Chicken With Rice And Peas Pilaf Recipe for a lip smacking Sunday lunch along with a Cucumbertini Recipe followed by Fig Tiramisu With Gingerbread Dust Recipe as dessert.
","To begin making Jerk Chicken With Rice And Peas Recipe, pre heat oven at 200 degree C.Take oil in a roasting pan and heat in oven for 5 minutes. Take out the pan carefully & add the chicken pieces.Place the tin inside the oven and roast it for 6-8 mins till brown from all sides.Carefully pour the barbecue sauce all over the browned chicken and scatter over the sliced spring onions.Roast the chicken in the oven for 20 mins, turn it occasionally so that it gets nice and sticky.Meanwhile, to make the rice & peas pilaf.In a pan add 2 cups of water, coconut milk, spring onions, thyme, garlic, bay leaf, allspice powder and some salt to taste and bring it to a boil.Add rice and peas into it and simmer for 10 mins.Cook the rice till it is tender and turn off the heat.Drain and collect the rice and peas and serve with Jerk Chicken topped on Rice And Peas pilaf recipe with a generous squeeze of lemon.Serve Jerk Chicken With Rice And Peas Pilaf Recipe for a lip smacking Sunday lunch along with a Cucumbertini Recipe followed by Fig Tiramisu With Gingerbread Dust Recipe as dessert.",https://www.archanaskitchen.com/jerk-chicken-with-rice-and-peas-pilaf-recipe
6316,Bengali Aam Chingri Recipe - Prawn Mango Curry In Mustard Sauce,Bengali Aam Chingri Recipe - Prawn Mango Curry In Mustard Sauce,"250 grams Prawns - deveined,1/4 cup Fresh coconut - grated,1-1/2 teaspoons Mustard seeds,1 Mango (Raw) - grated,2 Green Chillies - (adjust),1 tablespoon Mustard oil,2 teaspoons Kashmiri Red Chilli Powder,1 teaspoon Turmeric powder (Haldi),Salt - to taste,1 tablespoon Jaggery,1 cup Coconut milk","250 grams Prawns - deveined,1/4 cup Fresh coconut - grated,1-1/2 teaspoons Mustard seeds,1 Mango (Raw) - grated,2 Green Chillies - (adjust),1 tablespoon Mustard oil,2 teaspoons Kashmiri Red Chilli Powder,1 teaspoon Turmeric powder (Haldi),Salt - to taste,1 tablespoon Jaggery,1 cup Coconut milk",20,15,35,4,Bengali Recipes,Side Dish,Non Vegeterian,"To begin making Bengali Aam Chingri Recipe (Prawn Mango Curry Recipe), get prep with all the ingredients and devein prawns.In a mixer grinder, grind the mustard seeds with 1 green chillies, grated fresh coconut and a little water, to make a smooth paste and keep aside.Heat oil in a pan add one green chillies (slit). When the green chillies sizzle and splutter, add the prawns.  Saute on low heat for a couple of minutes or till the prawns turn a little coral in colour.Add the grated raw mango and a pinch of salt. Keep mixing carefully and lightly to not make it any mushy; saute till the raw smell of the mango is gone (approximately 2 minutes).Add the mustard paste, turmeric powder and kashmiri red chili powder. Give it a good mix and cook on low till it coats the prawns.Add coconut milk, salt and jaggery; mix well and cover the lid and let the Prawn Mango Curry simmer on low till all the milk is evaporated and the gravy coats the prawns.Taste check and switch off. Adjust spices if needed and cook further if required, till done.Serve Prawn Mango Curry Recipe with Steamed rice, Bengali Style Cholar Dal Recipe and Bengali Posto Paratha Recipe (Spiced Poppy Seed Parathas) and side the meal with Raw Mango Raita Recipe.
","To begin making Bengali Aam Chingri Recipe (Prawn Mango Curry Recipe), get prep with all the ingredients and devein prawns.In a mixer grinder, grind the mustard seeds with 1 green chillies, grated fresh coconut and a little water, to make a smooth paste and keep aside.Heat oil in a pan add one green chillies (slit). When the green chillies sizzle and splutter, add the prawns.  Saute on low heat for a couple of minutes or till the prawns turn a little coral in colour.Add the grated raw mango and a pinch of salt. Keep mixing carefully and lightly to not make it any mushy; saute till the raw smell of the mango is gone (approximately 2 minutes).Add the mustard paste, turmeric powder and kashmiri red chili powder. Give it a good mix and cook on low till it coats the prawns.Add coconut milk, salt and jaggery; mix well and cover the lid and let the Prawn Mango Curry simmer on low till all the milk is evaporated and the gravy coats the prawns.Taste check and switch off. Adjust spices if needed and cook further if required, till done.Serve Prawn Mango Curry Recipe with Steamed rice, Bengali Style Cholar Dal Recipe and Bengali Posto Paratha Recipe (Spiced Poppy Seed Parathas) and side the meal with Raw Mango Raita Recipe.",https://www.archanaskitchen.com/bengali-aam-chingri-recipe-prawns-with-mango-in-mustard-sauce
3999,Thenkuzhal Murukku Recipe - South Indian Snack,Thenkuzhal Murukku Recipe - South Indian Snack,"1 cup Rice flour,1/4 cup Urad Dal Flour,1-1/2 teaspoon Cumin seeds (Jeera),3/4 teaspoon Asafoetida (hing),2 tablespoons Sunflower Oil - (hot) ghee or melted butter,Salt - to taste,1/2 cup Water - (or as required to make a firm dough),Sunflower Oil - for deep frying","1 cup Rice flour,1/4 cup Urad Dal Flour,1-1/2 teaspoon Cumin seeds (Jeera),3/4 teaspoon Asafoetida (hing),2 tablespoons Sunflower Oil - (hot) ghee or melted butter,Salt - to taste,1/2 cup Water - (or as required to make a firm dough),Sunflower Oil - for deep frying",10,45,55,4,Tamil Nadu,Snack,Vegetarian,"To begin making the Thenkuzhal Murukku Recipe, first heat the oil in a wok/kadhai.In a mixing bowl add the flours, cumin seeds, hing, salt and mix everything well.Add little water and mix with the flours. Add more water and mix till you get a firm dough.Put a portion of the dough in the Thenkuzhal press. Keep the rest of the dough covered.Apply a little pressure on the handles and swirl the press to make a rough circle.Gently slide the Thenkuzhal in hot oil and fry on low to medium flame till it becomes crisp and light brown in colour.Once done take it out with a slotted spoon and drain on an absorbent paper.Repeat for the rest of the dough. For the last 1-2 tablespoons of the batter, which cannot be pressed make small balls and deep fry them in a deep fry pan.Cool and store in an airtight container. Serve Thenkuzhal Murukku as a tea time snack with with Masala Chai or South Indian Filter Coffee Recipe With Filter Coffee Powder.
","To begin making the Thenkuzhal Murukku Recipe, first heat the oil in a wok/kadhai.In a mixing bowl add the flours, cumin seeds, hing, salt and mix everything well.Add little water and mix with the flours. Add more water and mix till you get a firm dough.Put a portion of the dough in the Thenkuzhal press. Keep the rest of the dough covered.Apply a little pressure on the handles and swirl the press to make a rough circle.Gently slide the Thenkuzhal in hot oil and fry on low to medium flame till it becomes crisp and light brown in colour.Once done take it out with a slotted spoon and drain on an absorbent paper.Repeat for the rest of the dough. For the last 1-2 tablespoons of the batter, which cannot be pressed make small balls and deep fry them in a deep fry pan.Cool and store in an airtight container. Serve Thenkuzhal Murukku as a tea time snack with with Masala Chai or South Indian Filter Coffee Recipe With Filter Coffee Powder.
",http://www.archanaskitchen.com/thenkuzal-recipe-south-indian-snack-using-rice-flour-urad-dal-flour
1908,Methi Masoor Dal Recipe With Whole Masoor,Methi Masoor Dal Recipe With Whole Masoor,"1 cup Masoor Dal (Whole),200 grams Methi Leaves (Fenugreek Leaves) - cleaned chopped,1/4 teaspoon Asafoetida (hing),1 teaspoon Cumin seeds (Jeera),1 Onion - thinly sliced,1 Tomato - chopped,1 Green Chilli - slit,2 teaspoons Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,Salt - to taste,1 tablespoon Ghee","1 cup Masoor Dal (Whole),200 grams Methi Leaves (Fenugreek Leaves) - cleaned chopped,1/4 teaspoon Asafoetida (hing),1 teaspoon Cumin seeds (Jeera),1 Onion - thinly sliced,1 Tomato - chopped,1 Green Chilli - slit,2 teaspoons Coriander Powder (Dhania),1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,Salt - to taste,1 tablespoon Ghee",10,30,40,4,North Indian Recipes,Lunch,High Protein Vegetarian,"To prepare the Methi Masoor Dal Recipe, first wash and soak the masoor dal in 3 cups of water for at least 30 minutes. While the dal is soaked clean, wash and pat dry the fenugreek leaves.Next, finely chop the methi leaves. Heat a teaspoon of oil in a wok or a kadai and add the chopped methi leaves into the wok.Saute the methi leaves, until it gets softened. Methi leaves cooks very quickly and this will take less than a minute to cook. Once the leaves have softened, turn off the heat. Keep it aside.In the next step, we will cook the masoor dal with the spices. Heat ghee in a pressure cooker over medium heat.  Add asafoetida and cumin seeds and allow it to crackle.Next add onion and saute till they turn soft. Once the onions have softened, add the chopped tomato, green chilli along with coriander powder, turmeric powder, red chilli powder and saute for a minute or so over medium heat.Add soaked masoor dal along with the soaked water to the onion tomato mixture. Close the lid of the pressure cooker and put the weight on.Cook masoor dal for 3 whistles. After a couple of whistles, turn the heat to low and simmer the dal for about 5 minutes. After 5 minutes, turn off the heat. Allow the pressure to release naturally from the pressure cooker.Once the pressure has released, open the cooker and lightly mash the masoor dal with the back of a spoon. Stir in the sautéed methi leaves and serve.Serve the Methi Masoor Dal Recipe along with Tawa Paratha Recipe, Baby corn and Carrot Sabzi Recipe to make it a wholesome Indian diabetic friendly dinner.
","To prepare the Methi Masoor Dal Recipe, first wash and soak the masoor dal in 3 cups of water for at least 30 minutes. While the dal is soaked clean, wash and pat dry the fenugreek leaves.Next, finely chop the methi leaves. Heat a teaspoon of oil in a wok or a kadai and add the chopped methi leaves into the wok.Saute the methi leaves, until it gets softened. Methi leaves cooks very quickly and this will take less than a minute to cook. Once the leaves have softened, turn off the heat. Keep it aside.In the next step, we will cook the masoor dal with the spices. Heat ghee in a pressure cooker over medium heat.  Add asafoetida and cumin seeds and allow it to crackle.Next add onion and saute till they turn soft. Once the onions have softened, add the chopped tomato, green chilli along with coriander powder, turmeric powder, red chilli powder and saute for a minute or so over medium heat.Add soaked masoor dal along with the soaked water to the onion tomato mixture. Close the lid of the pressure cooker and put the weight on.Cook masoor dal for 3 whistles. After a couple of whistles, turn the heat to low and simmer the dal for about 5 minutes. After 5 minutes, turn off the heat. Allow the pressure to release naturally from the pressure cooker.Once the pressure has released, open the cooker and lightly mash the masoor dal with the back of a spoon. Stir in the sautéed methi leaves and serve.Serve the Methi Masoor Dal Recipe along with Tawa Paratha Recipe, Baby corn and Carrot Sabzi Recipe to make it a wholesome Indian diabetic friendly dinner.",http://www.archanaskitchen.com/methi-masoor-dal-recipe
10810,Khubani Ka Meetha Recipe (A Rich Hyderabadi Nawabi Dessert),Khubani Ka Meetha Recipe (A Rich Hyderabadi Nawabi Dessert),"250 grams Apricots,1/4 cup Sugar,Saffron strands - a pinch,Mixed nuts - almonds","250 grams Apricots,1/4 cup Sugar,Saffron strands - a pinch,Mixed nuts - almonds",0,60,60,3,Hyderabadi,Dessert,Vegetarian,"To begin making the Khubani Ka Meetha Recipe, first soak the apricots and saffron overnight in water.Next day, in a saucepan, add all the soaked apricots and the golden soaking water and place it on the heat. Cooking the apricots on a low heat, and keep the pan covered.Continue to cook them till they can be mashed with a spoon.Then, add sugar, keeping in mind that the apricots are already sweet. Add only as much sugar as required.Cook further till the mixture comes together. It should be syrupy in consistency.Now, chill it in the refrigerator for at least 4 hours.Garnish the Khubani Ka Meetha with almond and pistachio flakes and dried rose petals before serving along with Vanilla Custard or with whipped cream or ice cream as a delicious party dessert. 
","To begin making the Khubani Ka Meetha Recipe, first soak the apricots and saffron overnight in water.Next day, in a saucepan, add all the soaked apricots and the golden soaking water and place it on the heat. Cooking the apricots on a low heat, and keep the pan covered.Continue to cook them till they can be mashed with a spoon.Then, add sugar, keeping in mind that the apricots are already sweet. Add only as much sugar as required.Cook further till the mixture comes together. It should be syrupy in consistency.Now, chill it in the refrigerator for at least 4 hours.Garnish the Khubani Ka Meetha with almond and pistachio flakes and dried rose petals before serving along with Vanilla Custard or with whipped cream or ice cream as a delicious party dessert. 
",https://www.archanaskitchen.com/khubani-ka-meetha-recipe-a-rich-hyderabadi-nawabi-dessert
12040,Pear and Apple Coleslaw Recipe,Pear and Apple Coleslaw Recipe,"1/2 Cabbage (Patta Gobi/ Muttaikose) - shredded,1 Apple - julienned,1 Pears - julienned,4 tablespoon Curd (Dahi / Yogurt) - (low fat),3 tablespoon Pineapple juice,1 teaspoon Tabasco Original - Hot Sauce - (or any hot sauce of choice),1 tablespoon Sugar,3 sprig Coriander (Dhania) Leaves - chopped for garnish","1/2 Cabbage (Patta Gobi/ Muttaikose) - shredded,1 Apple - julienned,1 Pears - julienned,4 tablespoon Curd (Dahi / Yogurt) - (low fat),3 tablespoon Pineapple juice,1 teaspoon Tabasco Original - Hot Sauce - (or any hot sauce of choice),1 tablespoon Sugar,3 sprig Coriander (Dhania) Leaves - chopped for garnish",15,0,15,4,Continental,Appetizer,Vegetarian,"To begin making the Pear and Apple Coleslaw Recipe; we will first get the dressing for the salad ready.To make the dressing for the coleslaw, whisk together yogurt, hot sauce, pineapple juice and sugar in a large bowl with a wire whisk until well combined. The dressing can be prepped in advance and refrigerated until required.To make the dressing for the coleslaw, whisk together yogurt, hot sauce, pineapple juice and sugar in a large bowl with a wire whisk until well combined. The dressing can be prepped in advance and refrigerated until you are ready to use it for a salad.With the help of a mandoline or a knife, shred half the cabbage, slice and julienne the apple and pear. The use of mandoline ensures uniformity in the size.Finally, in a salad bowl, toss the cabbage, apple and pear. Drizzle over the chilled dressing and mix well.Chill the Fruit Coleslaw and garnish with finely chopped coriander just before serving.The Pear and Apple Coleslaw makes a perfect accompaniment with Beet Quinoa Sliders Recipe; I quite often fill my Pita Bread with the Pear and Apple Coleslaw Recipe and serve it for dinner.
","To begin making the Pear and Apple Coleslaw Recipe; we will first get the dressing for the salad ready.To make the dressing for the coleslaw, whisk together yogurt, hot sauce, pineapple juice and sugar in a large bowl with a wire whisk until well combined. The dressing can be prepped in advance and refrigerated until required.To make the dressing for the coleslaw, whisk together yogurt, hot sauce, pineapple juice and sugar in a large bowl with a wire whisk until well combined. The dressing can be prepped in advance and refrigerated until you are ready to use it for a salad.With the help of a mandoline or a knife, shred half the cabbage, slice and julienne the apple and pear. The use of mandoline ensures uniformity in the size.Finally, in a salad bowl, toss the cabbage, apple and pear. Drizzle over the chilled dressing and mix well.Chill the Fruit Coleslaw and garnish with finely chopped coriander just before serving.The Pear and Apple Coleslaw makes a perfect accompaniment with Beet Quinoa Sliders Recipe; I quite often fill my Pita Bread with the Pear and Apple Coleslaw Recipe and serve it for dinner.",http://www.archanaskitchen.com/pear-and-apple-coleslaw-recipe
2008,Instant Oats Rava Idli Recipe,Instant Oats Rava Idli Recipe,"1-1/2 cup Instant Oats (Oatmeal),1/2 cup Sooji (Semolina/ Rava),1 cup Curd (Dahi / Yogurt),1 Carrot (Gajjar) - grated,Coriander (Dhania) Leaves - a bunch,1/2 teaspoon Enos fruit salt,Salt - to taste,1 teaspoon Sunflower Oil,1/2 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped,1/4 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon Cashew nuts - broken","1-1/2 cup Instant Oats (Oatmeal),1/2 cup Sooji (Semolina/ Rava),1 cup Curd (Dahi / Yogurt),1 Carrot (Gajjar) - grated,Coriander (Dhania) Leaves - a bunch,1/2 teaspoon Enos fruit salt,Salt - to taste,1 teaspoon Sunflower Oil,1/2 teaspoon Mustard seeds,1 sprig Curry leaves - finely chopped,1/4 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon Cashew nuts - broken",0,30,30,4,South Indian Recipes,South Indian Breakfast,Diabetic Friendly,"To begin making the Instant Oats Rava Idli Recipe, we will first prepare the tempering/tadka that will be added to the Oats Rava Idli.Heat oil in a skillet on medium heat. Add mustard seeds and as they begin to splutter, add chana dal and roast the dal until it turns golden brown. Once the dal has turned golden brown, add chopped green chilies, curry leaves and asafoetida and saute for a few seconds.Turn off the flame and set aside to cool. In another pan, on medium flame dry roast the oats until you get the roasted aroma and it slightly changes in color. Once roasted, allow it to cool and blend to a make a powder and keep it aside.In a large mixing bowl, add the oats powder and roasted rava, roasted seasoning ingredients, grated carrots and chopped coriander leaves. Mix well.Add yogurt, salt and little water at a time to make it to a thick batter. The consistency of the oats idli batter should be slightly loose than a idli batter. Set it aside for 10-15 mins. The batter will thicken while it rests. After the resting period, add the enos fruit salt and mix again.Preheat an idli steamer with water. Grease idli plates with oil and pour the batter into each cavity of the idli plate. Place the Oats Rava Idli into the steamer and steam for 10-15 minutes until cooked through. Serve the Instant Oats Rava Idli Recipe along with some Tomato Onion Chutney or Vengayam Sambar for a weeknight dinner. 
","To begin making the Instant Oats Rava Idli Recipe, we will first prepare the tempering/tadka that will be added to the Oats Rava Idli.Heat oil in a skillet on medium heat. Add mustard seeds and as they begin to splutter, add chana dal and roast the dal until it turns golden brown. Once the dal has turned golden brown, add chopped green chilies, curry leaves and asafoetida and saute for a few seconds.Turn off the flame and set aside to cool. In another pan, on medium flame dry roast the oats until you get the roasted aroma and it slightly changes in color. Once roasted, allow it to cool and blend to a make a powder and keep it aside.In a large mixing bowl, add the oats powder and roasted rava, roasted seasoning ingredients, grated carrots and chopped coriander leaves. Mix well.Add yogurt, salt and little water at a time to make it to a thick batter. The consistency of the oats idli batter should be slightly loose than a idli batter. Set it aside for 10-15 mins. The batter will thicken while it rests. After the resting period, add the enos fruit salt and mix again.Preheat an idli steamer with water. Grease idli plates with oil and pour the batter into each cavity of the idli plate. Place the Oats Rava Idli into the steamer and steam for 10-15 minutes until cooked through. Serve the Instant Oats Rava Idli Recipe along with some Tomato Onion Chutney or Vengayam Sambar for a weeknight dinner. ",https://www.archanaskitchen.com/instant-oats-rava-idli-recipe-savory-steamed-oatmeal-cakes
9492,Kashmiri Style Al Rogan Josh Recipe- Pumpkin In Red Curry,Kashmiri Style Al Rogan Josh Recipe- Pumpkin In Red Curry,"500 grams Kaddu (Parangikai/ Pumpkin),1/2 cup Curd (Dahi / Yogurt),2 Cardamom (Elaichi) Pods/Seeds - crushed,2 Black cardamom (Badi Elaichi),4 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1 teaspoon Whole Black Peppercorns - crushed,1 teaspoon Fennel Powder,1/2 teaspoon Asafoetida (hing),2 teaspoons Kashmiri Red Chilli Powder,1/2 inch Ratan jot (alkanet) - infuse it in heated oil,Salt - to taste,Mustard oil - as required","500 grams Kaddu (Parangikai/ Pumpkin),1/2 cup Curd (Dahi / Yogurt),2 Cardamom (Elaichi) Pods/Seeds - crushed,2 Black cardamom (Badi Elaichi),4 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),1 Bay leaf (tej patta),1 teaspoon Whole Black Peppercorns - crushed,1 teaspoon Fennel Powder,1/2 teaspoon Asafoetida (hing),2 teaspoons Kashmiri Red Chilli Powder,1/2 inch Ratan jot (alkanet) - infuse it in heated oil,Salt - to taste,Mustard oil - as required",10,25,35,4,Kashmiri,Lunch,Vegetarian,"To begin making the Al Rogan Josh recipe, wash and peel and cut pumpkin into medium size pieces and keep aside.Heat oil in a heavy bottomed wok and add bay leaf and other whole spices mentioned.Immediately add chopped pumpkin, green chilies and mix well. Fry on medium to high flames stirring occasionally.Now add asafoetida and stir well. In a separate bowl, add yogurt and red chilli powder & fennel powder and whisk nicely.Take off the lid and add whisked yogurt and mix well such that everything incorporates nicely.Adjust salt as needed. Now add Ratanjot / root infused in oil in the pumpkin and cook till the vegetable is soft and tender.Garnish with fresh coriander and serve hot.Serve Kashmiri Style Al Rogan Josh along with Steamed rice and Kachumber salad for a perfect weekday. dinner.
","To begin making the Al Rogan Josh recipe, wash and peel and cut pumpkin into medium size pieces and keep aside.Heat oil in a heavy bottomed wok and add bay leaf and other whole spices mentioned.Immediately add chopped pumpkin, green chilies and mix well. Fry on medium to high flames stirring occasionally.Now add asafoetida and stir well. In a separate bowl, add yogurt and red chilli powder & fennel powder and whisk nicely.Take off the lid and add whisked yogurt and mix well such that everything incorporates nicely.Adjust salt as needed. Now add Ratanjot / root infused in oil in the pumpkin and cook till the vegetable is soft and tender.Garnish with fresh coriander and serve hot.Serve Kashmiri Style Al Rogan Josh along with Steamed rice and Kachumber salad for a perfect weekday. dinner.",https://www.archanaskitchen.com/al-rogan-josh-recipe-kashmiri-pumpkin-in-red-gravy
